abn,charity_name,state,charity_size,conducted_activities_2016,main_activity_2016,operates_in_vic,staff_full_time_2016,staff_part_time_2016,staff_casual_2016,staff_volunteers_2016,government_grants_2016,donations_and_bequests_2016,all_other_revenue_2016,total_revenue_2016,other_income_2016,total_gross_income_2016,employee_expenses_2016,interest_expenses_2016,grants_and_donations_made_for_use_in_australia_2016,grants_and_donations_made_for_use_outside_australia_2016,all_other_expenses_2016,total_expenses_2016,net_surplus_deficit_2016,ABN_Validation
42727001279,Australian Institute Of International Affairs Victorian Branch,VIC,Small,Y,Other Education,Y,0,1,0,56,0,40605,186284,226889,0,226889,70407,0,0,0,133965,204372,22517,Valid ABN
42764828242,U3A Bairnsdale And District Inc,VIC,Small,Y,Other Education,Y,0,0,0,65,0,9668,0,9668,17576,27244,0,0,0,0,25810,25810,1434,Valid ABN
42772570341,Yallambie Park Pre School Centre,VIC,Small,Y,Other Education,Y,2,4,0,60,2827,60,100081,102968,0,102968,978,0,0,0,74075,75053,27915,Valid ABN
43084556717,Mentone Pre School Association,VIC,Small,Y,Other Education,Y,0,6,1,25,130960,9500,84242,224702,0,224702,184197,0,0,0,68364,252561,-27859,Valid ABN
43131770947,Remus Way Children's Centre Inc,VIC,Medium,Y,Other Education,Y,4,14,3,0,0,0,979127,979127,0,979127,756312,0,0,0,91809,848121,131006,Valid ABN
43147075714,Worldskills Australia,VIC,Large,Y,Other Education,Y,11,2,0,250,2101731,32075,1503329,3637135,0,3637135,1066036,0,0,0,1834071,2900107,737028,Valid ABN
43164122963,Foundation 97 Limited,VIC,Small,Y,Other Education,Y,0,3,0,50,5000,4437,0,9437,138659,148096,10055,0,7500,0,90285,107840,40256,Valid ABN
43293710560,Thrombosis & Haemostasis Society Of Australia  & New Zealand Limited,VIC,Small,Y,Other Education,Y,0,1,1,50,0,15090,147617,162707,0,162707,49442,0,36980,28088,46917,161427,1280,Valid ABN
43351351402,Watsonia Occasional Child Care Inc,VIC,Small,Y,Other Education,Y,0,5,0,10,25655,710,180792,207157,0,207157,164328,0,0,0,35700,200028,7129,Valid ABN
43416061556,White Hills Kindergarten Inc.,VIC,Small,Y,Other Education,Y,1,3,1,30,0,0,0,0,8768,8768,0,0,0,0,18272,18272,-9504,Valid ABN
43914561833,The Trustee For Little Yarra Steiner School Association Public Building Trust Fund,VIC,Small,Y,Other Education,Y,0,0,0,7,0,50000,7,50007,0,50007,0,0,0,0,0,0,50007,Valid ABN
43937303442,Operation Newstart Incorporated,VIC,Small,Y,Other Education,Y,0,1,0,9,100147,1750,0,101897,0,101897,0,0,81500,0,20397,101897,0,Valid ABN
44082935177,Palm Grove Pre School Centreincorporated,VIC,Small,Y,Other Education,Y,0,5,1,40,162024,200,59611,221835,0,221835,186757,0,0,0,33926,220683,1152,Valid ABN
44120687149,Australian Human Resources Institute Limited,VIC,Large,Y,Other Education,Y,44,13,0,300,23375,0,13686986,13710361,0,13710361,4766011,0,17000,0,8343283,13126294,584067,Valid ABN
44126415469,Pregnancy and Parenting Resource Centre Ltd,VIC,Small,Y,Other Education,Y,0,4,0,25,5000,29703,43082,77785,0,77785,130514,0,0,0,62415,192929,-115144,Valid ABN
44129418069,The Trustee For The Alice Creswick And Sheila Kimpton Foundation,VIC,Small,Y,Other Education,Y,0,0,0,0,0,0,5054,5054,0,5054,0,0,14768,0,3432,18200,-13146,Valid ABN
44142923653,The Conversation Media Group Limited,VIC,Large,Y,Other Education,Y,32,6,1,0,1050000,460100,3234244,4744344,44220,4788564,3742858,0,0,0,791609,4534467,254097,Valid ABN
44177687087,Avonsleigh Pre School Inc,VIC,Small,Y,Other Education,Y,0,0,0,14,6875,0,11116,17991,0,17991,0,0,0,0,20683,20683,-2692,Valid ABN
44340518007,Garfield Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,0,0,11,0,5,10828,10833,0,10833,0,0,0,0,12997,12997,-2164,Valid ABN
44395948159,Wollangarra Inc,VIC,Medium,Y,Other Education,Y,7,1,1,280,0,69126,219448,288574,0,288574,110248,0,0,0,128641,238889,49685,Valid ABN
44453689501,The Trustee For The St Margarets School Building Fund,VIC,Small,Y,Other Education,Y,0,0,0,0,0,19000,510,19510,0,19510,0,0,0,0,26500,26500,-6990,Valid ABN
44711074857,Independent Schools Victoria Incorporated,VIC,Large,Y,Other Education,Y,38,14,4,0,18748218,0,7601441,26349659,184241,26533900,3925662,112841,18360254,0,3914052,26312809,221091,Valid ABN
44758715343,The Trustee For The Sholem Aleichem College Library Fund,VIC,Small,Y,Other Education,Y,36,22,53,50,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
44793973034,Macleod Pre School Play Centre Inc,VIC,Small,Y,Other Education,Y,1,9,0,0,4400,500,31929,36829,99509,136338,800,0,0,0,123507,124307,12031,Valid ABN
44809129429,Maldon Pre-School Centre,VIC,Small,Y,Other Education,Y,0,2,0,6,0,150,9222,9372,3217,12589,0,0,0,0,6308,6308,6281,Valid ABN
45008663349,Engineering Education Australia Pty. Limited,VIC,Large,Y,Other Education,Y,165,57,23,4000,0,0,8978389,8978389,0,8978389,1725891,0,0,0,6376634,8102525,875864,Valid ABN
45074766224,Therapeutic Guidelines Ltd,VIC,Large,Y,Other Education,Y,16,7,4,0,0,0,4411006,4411006,149906,4560912,2208456,0,0,0,1407569,3616025,944887,Valid ABN
45096631170,Somerville Kindergarten Incorporation,VIC,Small,Y,Other Education,Y,1,4,1,16,170728,13655,63405,247788,0,247788,214800,0,0,0,73554,288354,-40566,Valid ABN
45112556368,Be The Change Limited,VIC,Small,Y,Other Education,Y,0,0,0,40,0,24975,3541,28516,0,28516,0,0,0,0,26382,26382,2134,Valid ABN
45162235785,Maribyrnong And Moonee Valley Local Learning And Employment Network Inc.,VIC,Medium,Y,Other Education,Y,1,8,0,29,425927,311,4489,430727,0,430727,356393,0,0,0,74813,431206,-479,Valid ABN
45201278859,Ormond Community Kindergarten Inc,VIC,Medium,Y,Other Education,Y,0,6,0,40,211119,400,150886,362405,0,362405,281930,0,4145,0,75719,361794,611,Valid ABN
45248531107,Jewish Multimedia Library Incorporated,VIC,Small,Y,Other Education,Y,0,2,0,0,0,4730,0,4730,0,4730,1204,0,0,0,563,1767,2963,Valid ABN
45381722820,Hurlingham Pre School Inc,VIC,Medium,Y,Other Education,Y,1,4,2,4,292798,0,0,292798,0,292798,224210,0,11211,0,44212,279633,13165,Valid ABN
45456787145,Ears Inc,VIC,Small,Y,Other Education,Y,0,0,0,16,0,39887,7,39894,0,39894,0,0,0,23266,14364,37630,2264,Valid ABN
45461492430,Springvale Learning and Activities Centre Inc,VIC,Medium,Y,Other Education,Y,0,4,3,28,192757,9364,135731,337852,0,337852,183117,0,0,0,131795,314912,22940,Valid ABN
45520861919,Croatian Media Association Inc,VIC,Small,Y,Other Education,Y,0,0,0,4,0,0,95985,95985,0,95985,0,0,0,0,83384,83384,12601,Valid ABN
45733747388,Rowville Neighbourhood Learning Centre Inc.,VIC,Medium,Y,Other Education,Y,0,5,6,18,218318,0,313206,531524,0,531524,229293,0,0,0,300533,529826,1698,Valid ABN
45889364378,The Yesodei HaTorah College School Building Fund,VIC,Medium,Y,Other Education,Y,0,0,0,0,0,405050,0,405050,3,405053,0,0,404000,0,599,404599,454,Valid ABN
45952294925,Murrumbeena Kindergarten Inc,VIC,Medium,Y,Other Education,Y,0,6,1,10,144058,11723,126000,281781,0,281781,208849,0,0,0,77791,286640,-4859,Valid ABN
46004975915,Heathmont Pre School & Kindergarten,VIC,Medium,Y,Other Education,Y,0,10,3,0,273801,0,194286,468087,0,468087,359817,0,0,0,109235,469052,-965,Valid ABN
46074917077,The Range Children's Centre Inc,VIC,Large,Y,Other Education,Y,18,14,2,0,228225,2868,1758135,1989228,0,1989228,1737228,0,0,0,244749,1981977,7251,Valid ABN
46100452381,Friends Of Coal Creek Inc,VIC,Small,Y,Other Education,Y,0,0,2,22,0,450,2499,2949,0,2949,3450,0,0,0,1656,5106,-2157,Valid ABN
46116122733,Fernwood Foundation Limited,VIC,Small,Y,Other Education,Y,0,0,0,0,0,0,4030,4030,0,4030,0,0,22550,0,51,22601,-18571,Valid ABN
46141418671,Solutions Plus Training Limited,VIC,Medium,Y,Other Education,Y,2,3,0,0,0,0,377356,377356,0,377356,248696,0,0,0,171552,420248,-42892,Valid ABN
46405249614,Elonera Pre-School Association Inc.,VIC,Small,Y,Other Education,Y,5,0,0,12,159515,0,6963,166478,8068,174546,186304,0,0,0,84191,270495,-95949,Valid ABN
46478664396,Clayton Pre School Inc,VIC,Small,Y,Other Education,Y,0,9,1,1,0,500,119987,120487,0,120487,56478,0,0,0,101938,158416,-37929,Valid ABN
46535101157,Shirley Robertson Childrens Centre Inc,VIC,Large,Y,Other Education,Y,15,8,11,6,14043,9419,1829862,1853324,1829862,3683186,1665492,0,9419,676,0,1675587,2007599,Valid ABN
46607506463,TheImpactProject Limited,VIC,Small,Y,Other Education,Y,0,0,3,140,0,1266,222529,223795,428,224223,40651,0,0,0,114927,155578,68645,Valid ABN
46711975365,Verney Road School,VIC,Large,Y,Other Education,Y,58,14,22,12,987280,26780,106023,1120083,0,1120083,217197,72,2455,0,684916,904640,215443,Valid ABN
46793650620,Prahran Community Learning Centre Inc,VIC,Large,Y,Other Education,Y,4,8,3,10,864992,0,143318,1008310,0,1008310,737871,0,0,0,201871,939742,68568,Valid ABN
46828862243,Friends Of Grammar Inc-Wadhurst,VIC,Small,Y,Other Education,Y,0,0,0,130,0,9380,57678,67058,0,67058,0,0,16287,0,40594,56881,10177,Valid ABN
46851736470,L'Ecole Maternelle De Melbourne Association Inc,VIC,Small,Y,Other Education,Y,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4863,4863,-4863,Valid ABN
46985627175,Germain Street Kindergarten Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,9,0,9992,91393,101385,1283,102668,0,0,0,0,63006,63006,39662,Valid ABN
47005498251,Caval Limited,VIC,Large,Y,Other Education,Y,27,26,26,0,0,0,6903716,6903716,0,6903716,3462918,3531,0,0,3348035,6814484,89232,Valid ABN
47032151571,Victorian Gum Genealogists Using Microcomputers Inc,VIC,Small,Y,Other Education,Y,0,0,0,30,0,0,83217,83217,0,83217,0,0,0,0,62062,62062,21155,Valid ABN
47071622844,Friends Of Grammar Inc - Grimwade,VIC,Small,Y,Other Education,Y,0,0,0,260,0,18824,173440,192264,0,192264,0,0,35806,0,174520,210326,-18062,Valid ABN
47144017587,AVSERVE,VIC,Medium,Y,Other Education,Y,4,2,0,12,0,218328,357475,575803,0,575803,430832,0,0,0,218026,648858,-73055,Valid ABN
47154090839,Serrell Street Kindergarten Association Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,10,233,0,30859,31092,0,31092,0,0,0,0,27433,27433,3659,Valid ABN
47165761633,The PWS Better Living Foundation Limited,VIC,Small,Y,Other Education,Y,0,0,0,10,0,21000,0,21000,0,21000,0,0,0,0,12587,12587,8413,Valid ABN
47237992535,Birralee Pre School Vermont Inc,VIC,Small,Y,Other Education,Y,0,5,0,25,106661,0,69230,175891,339,176230,123636,0,0,0,65580,189216,-12986,Valid ABN
47260122955,The Learning For Life Autism Centre Inc.,VIC,Large,Y,Other Education,Y,3,10,29,12,0,369400,1003454,1372854,23198,1396052,1145127,0,0,0,147700,1292827,103225,Valid ABN
47367894930,The Chartered Institute Of Logistics And Transport In Australia Inc,VIC,Medium,Y,Other Education,Y,1,0,1,50,0,38668,342999,381667,971,382638,131225,0,29403,0,147021,307649,74989,Valid ABN
47485994145,Cheder Inc,VIC,Small,Y,Other Education,Y,3,6,4,6,0,60000,100000,160000,0,160000,100000,0,0,0,60000,160000,0,Valid ABN
47545798216,Horsham Branch Asthma Victoria,VIC,Small,Y,Other Education,Y,0,0,0,30,0,3290,1500,4790,537,5327,0,0,0,0,7945,7945,-2618,Valid ABN
47570911839,Bendigo Science And Technology Museum_Inc,VIC,Medium,Y,Other Education,Y,4,2,13,51,84234,97238,381453,562925,0,562925,358992,0,0,0,176089,535081,27844,Valid ABN
47574429194,Ballarat Agricultural & Pastoral Society Inc,VIC,Medium,Y,Other Education,Y,1,1,2,100,3000,0,533594,536594,0,536594,110028,0,0,0,423736,533764,2830,Valid ABN
47720636327,Tohid Foundation Inc,VIC,Small,Y,Other Education,Y,0,0,1,20,0,12812,0,12812,0,12812,6132,0,0,0,373,6505,6307,Valid ABN
47722171957,Saltwater Child Care Centre Footscray Inc,VIC,Large,Y,Other Education,Y,8,5,7,18,14438,0,1090538,1104976,21224,1126200,936413,0,0,0,139027,1075440,50760,Valid ABN
47833947260,Wattletree Early Childhood Centre Inc,VIC,Large,Y,Other Education,Y,16,8,2,0,13938,1090,1864258,1879286,3148,1882434,1620710,0,0,0,185645,1806355,76079,Valid ABN
47916879428,Monash Community Family Co Op Ltd,VIC,Large,Y,Other Education,Y,9,25,9,10,60652,2899,2585595,2649146,0,2649146,2063456,0,0,0,745788,2809244,-160098,Valid ABN
47954015207,Nara Preschool Association Inc,VIC,Small,Y,Other Education,Y,0,0,0,10,0,0,102977,102977,2137,105114,40143,0,0,0,61154,101297,3817,Valid ABN
48423383093,South Gippsland Parenting Network Group Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
48439003506,Murray Adult Community Education-Swan Hill Inc,VIC,Medium,Y,Other Education,Y,3,23,0,0,414425,0,161425,575850,39567,615417,354082,0,0,0,195390,549472,65945,Valid ABN
48507215825,St Clare's Early Learning Centre,VIC,Medium,Y,Other Education,Y,1,9,3,4,268674,49509,135670,453853,5556,459409,269208,0,0,0,145314,414522,44887,Valid ABN
48557162634,Deer Park West Kindergarten Inc,VIC,Medium,Y,Other Education,Y,2,2,1,0,240918,0,59231,300149,0,300149,180313,0,0,0,60054,240367,59782,Valid ABN
48609638851,Victorian Perioperative Nurses Group Ltd,VIC,Small,Y,Other Education,Y,0,1,0,10,0,0,159168,159168,0,159168,37182,0,22000,0,131075,190257,-31089,Valid ABN
49007268920,Sholem Aleichem College Jewish School Limited,VIC,Large,Y,Other Education,Y,1,10,1,10,0,167397,1331626,1499023,0,1499023,997767,0,0,0,267195,1264962,234061,Valid ABN
49056252649,Bayles Pre School Centre,VIC,Small,Y,Other Education,Y,0,0,0,13,7409,0,10928,18337,0,18337,0,0,0,0,12772,12772,5565,Valid ABN
49080566592,Australian Zionist Youth Council Inc,VIC,Small,Y,Other Education,Y,0,0,0,350,0,0,241511,241511,0,241511,0,0,0,0,183415,183415,58096,Valid ABN
49085581362,Advanced Paediatric Life Support Australia,VIC,Large,Y,Other Education,Y,7,6,11,650,0,2099,3641842,3643941,109045,3752986,854945,28600,7346,2402,2491070,3384363,368623,Valid ABN
49086504459,Indra Pre School Association,VIC,Small,Y,Other Education,Y,1,4,0,23,580,40,137199,137819,0,137819,78636,0,0,0,58921,137557,262,Valid ABN
49086584833,Crisis Intervention And Management Australasia,VIC,Small,Y,Other Education,Y,0,0,0,15,0,5370,85133,90503,0,90503,34689,0,3000,0,62756,100445,-9942,Valid ABN
49115297243,Pines Learning Inc,VIC,Large,Y,Other Education,Y,1,23,34,6,802543,0,707480,1510023,34022,1544045,1180746,0,0,0,224829,1405575,138470,Valid ABN
49119742291,Spiritual Science Research Foundation Inc,VIC,Small,Y,Other Education,Y,0,0,0,2,0,58185,9345,67530,242,67772,0,0,0,10000,32371,42371,25401,Valid ABN
49132697431,Aussie Health Abroad Ltd,VIC,Small,Y,Other Education,Y,0,0,0,2,0,26500,0,26500,0,26500,0,0,0,0,29988,29988,-3488,Valid ABN
49144489038,Confederation Of Postgraduate Medical Education Councils (Cpmec) Limited,VIC,Small,Y,Other Education,Y,1,1,0,0,0,0,145092,145092,0,145092,226237,0,0,0,95697,321934,-176842,Valid ABN
49285498682,Huaxia Institution Centre Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,288,5704,1600,0,7304,15264,22568,0,0,0,0,14915,14915,7653,Valid ABN
49447109218,Central Ranges Local Learning And Employment Network Inc,VIC,Medium,Y,Other Education,Y,1,2,0,0,367215,0,7403,374618,0,374618,232462,0,0,0,154414,386876,-12258,Valid ABN
49610908665,HOLY FAMILY CATHOLIC CHURCH BELL PARK as the operator of a HPC,VIC,Small,Y,Other Education,Y,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
50005085585,Holmes Commercial Colleges (Melbourne) Limited,VIC,Large,Y,Other Education,Y,8,0,0,0,0,0,4168658,4168658,90719,4259377,47191,0,0,0,3873467,3920658,338719,Valid ABN
50161752729,Nathalia & District Pre School Centre,VIC,Small,Y,Other Education,Y,0,0,0,5,0,153,17084,17237,0,17237,0,0,0,0,14388,14388,2849,Valid ABN
50201312983,Longwarry Pre-School Association Incorporated,VIC,Small,Y,Other Education,Y,0,0,0,9,0,0,11586,11586,0,11586,0,0,0,0,24539,24539,-12953,Valid ABN
50229098359,Isabel Henderson Kindergarten Inc,VIC,Large,Y,Other Education,Y,7,6,1,0,25677,3000,1134213,1162890,8276,1171166,959286,0,0,0,152199,1111485,59681,Valid ABN
50354734236,Holy Trinity Anglican Kindergarten Inc.,VIC,Medium,Y,Other Education,Y,0,7,0,70,0,0,313992,313992,1600,315592,244131,0,0,0,64318,308449,7143,Valid ABN
50455410259,Eltham College Building Fund,VIC,Small,Y,Other Education,Y,0,0,0,0,0,78847,0,78847,0,78847,0,0,0,0,0,0,78847,Valid ABN
50530573188,Bengali Language And Cultural School,VIC,Small,Y,Other Education,Y,0,0,0,11,11408,0,0,11408,0,11408,3465,0,0,0,7943,11408,0,Valid ABN
50644730820,Occasional Child Care Centre Diamond Creek Inc.,VIC,Large,Y,Other Education,Y,9,13,3,2,0,0,1131168,1131168,89239,1220407,1127193,0,0,0,112081,1239274,-18867,Valid ABN
50717934500,Lakes Entrance Pre School Inc,VIC,Small,Y,Other Education,Y,0,0,0,13,0,11058,24633,35691,0,35691,0,0,3686,0,35370,39056,-3365,Valid ABN
50732950463,Norfolk Street Child Care Association,VIC,Large,Y,Other Education,Y,21,8,3,0,33203,0,1437413,1470616,0,1470616,1193450,0,0,0,426636,1620086,-149470,Valid ABN
50816560283,St Scholastica's Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,7,0,8,116845,0,104240,221085,0,221085,154187,0,0,0,78498,232685,-11600,Valid ABN
51049909084,Iris Ramsay Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,0,0,10,0,220,23466,23686,0,23686,0,0,0,0,10241,10241,13445,Valid ABN
51054306428,Aspire Training And Consulting Limited,VIC,Large,Y,Other Education,Y,18,7,0,0,0,0,4222986,4222986,103232,4326218,2384114,0,25964,0,1875857,4285935,40283,Valid ABN
51154843213,Lord Monckton Foundation,VIC,Small,Y,Other Education,Y,0,0,0,4,0,2400,300,2700,0,2700,0,0,0,0,2700,2700,0,Valid ABN
51290873970,Victorian Association For Environmental Education Inc,VIC,Medium,Y,Other Education,Y,0,4,0,18,169738,246,113648,283632,4526,288158,102300,0,0,0,147975,250275,37883,Valid ABN
51419209376,The Trustee For The Newman College Foundation,VIC,Medium,Y,Other Education,Y,0,0,0,0,0,0,0,0,285479,285479,0,0,0,0,995497,995497,-710018,Valid ABN
51686272501,Hughesdale Kindergarten Inc,VIC,Medium,Y,Other Education,Y,1,7,5,10,200700,0,163559,364259,4620,368879,288619,0,0,0,68141,356760,12119,Valid ABN
51922993639,Brentwood Park Kindergarten,VIC,Medium,Y,Other Education,Y,1,10,4,50,185358,0,125814,311172,49,311221,267138,0,0,0,96016,363154,-51933,Valid ABN
51933700538,Cire Services Incorporated,VIC,Large,Y,Other Education,Y,31,66,36,7,6004151,6843,4618047,10629041,338728,10967769,8170788,73008,0,0,2055899,10299695,668074,Valid ABN
52051350462,Lang Lang Pre School Inc,VIC,Small,Y,Other Education,Y,0,0,0,10,0,0,8340,8340,0,8340,0,0,0,0,4110,4110,4230,Valid ABN
52060049327,Australasian Fire And Emergency Service Authorities Council Limited,VIC,Large,Y,Other Education,Y,28,10,1,0,0,0,8463146,8463146,0,8463146,3922456,0,0,0,2642096,6564552,1898594,Valid ABN
52105681061,Eden In Oz & NZ Ltd,VIC,Medium,Y,Other Education,Y,1,6,5,1,0,0,299889,299889,0,299889,171339,0,0,0,169169,340508,-40619,Valid ABN
52161440764,Lindenow & District Pre School Inc,VIC,Small,Y,Other Education,Y,0,5,2,10,129796,10418,47400,187614,4757,192371,129752,0,0,0,54148,183900,8471,Valid ABN
52257277810,Blackwood Youth Foundation Inc,VIC,Small,Y,Other Education,Y,0,0,0,10,0,31765,23414,55179,0,55179,0,0,54555,0,0,54555,624,Valid ABN
52421191807,Maroondah Pre School Parents Club,VIC,Small,Y,Other Education,Y,0,5,0,12,1500,0,183851,185351,0,185351,143454,0,0,0,29132,172586,12765,Valid ABN
52443474605,Embrace Education,VIC,Small,Y,Other Education,Y,0,0,5,100,0,38541,0,38541,65,38606,31645,0,0,0,4836,36481,2125,Valid ABN
52516073517,Early Years At Phoenix Park Inc.,VIC,Large,Y,Other Education,Y,9,16,3,11,216367,0,1795895,2012262,0,2012262,1445321,0,0,0,515118,1960439,51823,Valid ABN
52655006834,South Eastern Health Providers Association,VIC,Medium,Y,Other Education,Y,1,8,0,0,0,0,428227,428227,0,428227,472653,0,0,0,284802,757455,-329228,Valid ABN
52785570718,The Trustee For Yesodei Hatorah Library Trust,VIC,Small,Y,Other Education,Y,0,0,0,0,0,76039,0,76039,3,76042,0,0,75000,0,50,75050,992,Valid ABN
52789779430,Murchison Pre School Inc,VIC,Small,Y,Other Education,Y,0,3,1,6,6000,200,0,6200,0,6200,32532,0,0,0,0,32532,-26332,Valid ABN
52864947570,Sandringham Children's Playhouse Inc,VIC,Small,Y,Other Education,Y,0,0,7,0,2500,0,110937,113437,0,113437,66108,0,0,0,37933,104041,9396,Valid ABN
52911446322,Jaycee Kindergarten Parents and Friends Inc,VIC,Small,Y,Other Education,Y,0,0,0,7,2011,0,5719,7730,0,7730,0,0,0,0,35936,35936,-28206,Valid ABN
52960554958,The Southwest Institute of TAFE Foundation,VIC,Small,Y,Other Education,Y,0,0,0,5,0,0,6506,6506,0,6506,0,0,0,0,0,0,6506,Valid ABN
52971681470,Trentham Kindergarten Association,VIC,Small,Y,Other Education,Y,0,0,0,10,5000,500,8826,14326,0,14326,0,0,0,0,17668,17668,-3342,Valid ABN
53001164470,Hallam Community Learning Centre Inc,VIC,Small,Y,Other Education,Y,0,11,0,12,160008,491,74733,235232,0,235232,179402,0,373,0,49086,228861,6371,Valid ABN
53004466700,The Australian Boys' Choral Institute,VIC,Medium,Y,Other Education,Y,0,10,8,50,0,50482,407732,458214,0,458214,249307,0,0,0,221660,470967,-12753,Valid ABN
53007133646,Korowa Anglican Girls School,VIC,Large,Y,Other Education,Y,94,39,45,40,2083503,640849,15543586,18267938,361609,18629547,12292057,50141,0,0,6374026,18716224,-86677,Valid ABN
53094161974,Child & Family Care Network Inc,VIC,Large,Y,Other Education,Y,74,381,113,107,12690655,560737,10474531,23725923,-146282,23579641,22084028,86199,0,0,2108070,24278297,-698656,Valid ABN
53149249810,Accident Scene Management Australia Limited,VIC,Small,Y,Other Education,Y,0,0,3,0,0,0,40799,40799,0,40799,1156,0,0,0,27670,28826,11973,Valid ABN
53190864726,Tootgarook Pre School Inc,VIC,Small,Y,Other Education,Y,4,1,0,10,181484,0,53427,234911,12980,247891,225945,0,0,0,0,225945,21946,Valid ABN
53394046908,Renaissance Development Organisation Inc,VIC,Small,Y,Other Education,Y,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,Valid ABN
53396253877,Rix Street Kindergarten Inc,VIC,Small,Y,Other Education,Y,0,0,0,50,0,0,12977,12977,0,12977,0,0,0,0,9348,9348,3629,Valid ABN
53553092066,Moe Life Skills Community Centre Inc,VIC,Large,Y,Other Education,Y,2,17,9,2,639839,1400,535264,1176503,0,1176503,650128,0,0,0,442569,1092697,83806,Valid ABN
